"url","title","date","author","subject","abstract"
"http://cadmus.eui.eu/handle/1814/29625","Power sharing in legislatures : mega seats in twenty European parliamentary democracies","2013","FERNANDES, Jorge Miguel","Legislative bodies -- European Union countries; Political parties -- European Union countries; Committees -- European Union countries; European Union countries -- Politics and government -- 21st century","Recent contributions in legislative studies field have coined the term mega-seats to denote committee systems and leadership bodies. The significance of viewing the internal bodies of legislatures as mega-seats is that they are conceived as part of the democratic delegation chain. Consequently, such an approach adds a political bargaining dimension to the allocation of mega-seats. During the internal organization process of the legislature, plenary legislators become principals, who delegate power to internal bodies, mainly to enhance labor division, tackle information asymmetries, and channel party demands. This thesis examines the process of payoff distribution in legislatures, using an original dataset containing 350 parties, in 12 Western European parliamentary democracies. The analysis is carried out at the party level as well as at the legislature level. Moreover, I conduct two case studies - Portugal and the United Kingdom - to further disentangle the causal mechanisms used to explain mega-seats allocation in parliamentary democracies. The empirical analysis starts with an examination of whether the division of payoffs (i.e., mega-seats) follows a proportionality logic. The proportionality assumption is borrowed from coalition studies, which have long established that institutional payoffs are distributed in a 1:1 proportionality. Using a new index to gauge disproportionality in the allocation of legislative mega-seats, the first finding of this thesis is that mega-seats allocation in parliamentary democracies is not proportional. Subsequently, I adduce a model that explains this counterintuitive finding at the party and legislature levels. The second main finding is that a party&rsquo;s degree of disproportionality is a function of its power. Parties are conceived as having a number of resources to spend on mega-seats distribution. The way they spend these resources is constrained by the existence of proportionality protection rules within an institution and incentivized by the value of the payoff. Regarding the former, I find that rules matter in protecting proportionality whilst for the latter I find that the amount of resources parties are willing to spend on a mega-seat depends on the mega-seat&rsquo;s power. Finally, the third main finding is that, at the aggregate level, the overall power of the legislative branch vis-&agrave;-vis the executive branch is important in determining the degree of disproportionality. Powerful legislatures tend to be more disproportional, as executive members seek control of its internal bodies."
"http://cadmus.eui.eu/handle/1814/4226","The Power to Promote and to Exclude: External Support for Palestinian Civil Society","2005","CHALLAND, Beno&icirc;t","Civil society -- Palestine; Civil society -- Middle East; Non-governmental organizations -- Palestine; Palestine -- Social conditions",NA
"http://cadmus.eui.eu/handle/1814/22690","Power under Contract: Domestic political constraints and military privatization in the United States and the United Kingdom","2012","CUSUMANO, Eugenio",NA,"The increasing provision of military support functions such as logistics and armed security by private military and security companies (PMSCs) is often conceptualized as a functional response to new operational, financial and technological imperatives. The tendency to privatize military support functions, however, is also driven by domestic political factors. Drawing on neoclassical realism, I conceptualize the use of PMSCs as a strategy dictated by the need to circumvent the tightening hurdles to the conversion of societal resources into military power. Other things being equal, I argue that the tighter the constraints on the extraction and mobilization of societal resources, the higher the propensity to rely on the market as a complementary source of military power. I provide evidence for this theoretical connection by drawing a comparative analysis between military privatization in the U.S. and in the U.K. Specifically, I investigate in detail the tendency to resort to private military contractors during U.S. military operations in Iraq and U.K. military operations in Afghanistan. In both cases, the privatization of military support functions provided decision-makers with the possibility to circumvent existing constraints over the recruitment and deployment of active duty and reserve military forces. I then assess the explanatory power of my neoclassical realist explanation of military privatization against other theoretical perspectives, developing two competing explanations based on neorealism and organization theory. Although these theoretical perspectives offer valuable insights on the use of PMSCS, I show that due to its emphasis on domestic political constraints neoclassical realism proves better capable of shedding light on the privatization of military support and its variations across countries and over time."
"http://cadmus.eui.eu/handle/1814/10450","The power-politics of counterproliferation: The United States and the nuclear non-proliferation regime (1993-2006)","2008","BRUNE, Sophie-Charlotte","Nuclear weapons; United States -- Military policy","How has the United States sought to shape its unipolar moment since the end of the Cold War? Has Washington&rsquo;s liberal hegemonic leadership proved resilient or are we witnessing a shift towards an imperialist approach to international cooperation marked by a reliance on force and the imposition of policy preferences? This dissertation seeks answers from two angles. First, it argues that the way in which the US government has been dealing with the nuclear non-proliferation regime can teach us about the terms in which it may currently be seeking to shape the unipolar moment in part based on its nuclear supremacy. Through international institutions the powerful seek to shape the behaviour of state-actors in setting constitutive standards for being member of the community of states and norm or rules to regulate behaviour within it. Since the adoption of the National Strategy to Combat Weapons of Mass Destruction in December 2002, we are witnessing the legalization of the regime: The George W. Bush administration has since then adopted a series of policy initiatives formalizing and enforcing core norms of the nuclear Non-Proliferation Treaty based on counterproliferation policy tenets developed at US level since the launch of the Counterproliferation Initiative in 1993. In tracing the adoption and implementation phases of the Proliferation Security Initiative and of UN Security Council Resolution 1540, it scrutinizes Washington&rsquo;s approach to international cooperation and its legitimation preferences to identify elements of hegemonic leadership and imperial domination. Second, it focuses on Washington&rsquo;s evolving relations with France as Nuclear Weapon State and co-constitutive member of the transatlantic security community, Iran as &lsquo;rogue&rsquo; state and India as de facto Nuclear Weapon State outside of the NPT realm. Ties between Washington and Paris are marked by an informal hierarchy, whilst Washington has sought to win India&rsquo;s acceptance of its hegemonic leadership, and Iran has been ostracised from the international community on the grounds of its suspected nuclear military aspirations. Washington has arguably begun to draw the boundaries between &lsquo;ins&rsquo; and &lsquo;outs&rsquo; of its intersubjectively constituted hegemonic leadership on the basis of these state&rsquo;s relation to the nuclear weapon."
"http://cadmus.eui.eu/handle/1814/5376","Pratiche ed esperienze di consumo : palestra, disciplina e cultura del corpo","1996","SASSATELLI, Roberta","Physical fitness -- Sociological aspects; Exercise -- Sociological aspects; Beauty, Personal",NA
"http://cadmus.eui.eu/handle/1814/5316","The praxis of political mobilization : a sociological inquiry into public campaigns of social movement organizations","1994","LAHUSEN, Christian","Social movements; Social movements -- Political aspects",NA
"http://cadmus.eui.eu/handle/1814/37908","Precarious workers' unions in Greece and Italy : a comparative study of their organizational characteristics and their movement repertoire","2015","VOGIATZOGLOU, Markos",NA,"This thesis is the outcome of a six-year-long research, aiming at understanding how the flexibility-era South European workers unionize and engage in collective action. Its empirical material derives from the employment of a qualitative methodology techniques&rsquo; triangulation: archive research, participant observation and semi-structured interviews. I define as Precarious Workers&rsquo; Unions (PWUs) labor collectives the members of which (a) are subjected to atypical labor relations; (b) lack adequate access to the welfare state structures; (c) have developed a collective conscience of belonging to a post-Fordist labor force. The PWUs&rsquo; main characteristics put under scrutiny are: member recruitment, decision-making procedures, services offered, industrial and movement action undertaken. Determinants which I consider as having a significant impact on the above include each country&rsquo;s labor legislation, formal trade union structure, social movement environment and tradition, as well as each PWU&rsquo;s population make-up. A dual comparison is employed. On the one hand, similarities and differences are sought between the Italian PWUs and their Greek counterparts. On the other hand, an internal comparison is conducted between each country&rsquo;s organizations, in order to locate and explain potential divergences from the national model. Despite the fact that the first unionizing initiatives in Greece and Italy were facing similar socio-economic structural conditions, their mobilization developed in a diversified way. Lately, a re-convergence between the two countries&rsquo; PWUs is to be noted: Mixed inside-outside the workplace interventions, a resurgence of mutualist practices and the inability to integrate in the formal trade union structure, combined with a relevant role in the broader social movement activities, are its main characteristics. Furthermore, as derives from the empirical data, attributing a unique class status to the expanding population of precarious workers may lead to erroneous assumptions. The precarious condition is a transversal, passing through the various social strata and is experienced in many different ways. The above is demonstrated not only by the significant impact of the PWUs&rsquo; population make-up on their organizational forms and activities, but also by the fact that, even inside organized labor entities, pre-existing inequalities are neither reversed nor dampened. Finally, the &ndash;partly eclectic, partly innovative- character of the PWUs is leading to the assumption that they are not only challenging the notion of precarity as perceived up to date, but also the very idea of what a union is and how it is supposed to operate. Whether this re-negotiation is to provide an answer to the 30-year-old &ldquo;unions in crisis/union revitalization&rdquo; riddle is not only a matter of the PWUs&rsquo; strategic choices. It is also dependent on the socio-economic context. Future research shall have to examine to what extent the post-2008 economic crisis acts as an accelerator of the tendencies identified, an obstacle &ndash; or a diversion, which shall lead the PWUs to new, unexplored territories."
"http://cadmus.eui.eu/handle/1814/15460","Preference heterogeneity and equilibrium institutions: The case of European competition policy","2007","KARAGIANNIS, Yannis","Antitrust law -- European Union countries; Competition -- Government policy -- European Union countries","One characteristic of European competition policy is its complex governance structure. On the one hand, the European competition regulator has always enjoyed a high degree of formal autonomy from national governments. On the other hand, that regulator has always been embedded in a multi-task and collegial organisation that mirrors intergovernmental politics. Although the literature has often disapprovingly noted this complexity, it has not been explained. Part I elaborates on the theoretical lens for understanding the governance structures of EC competition policy. Despite the prominence of principal-agent models, transaction cost economics seems to offer a more promising venue. The assumption that Member States maximise their total expected gains and postpone excessive bargaining costs leads to the following hypothesis: the greater the preference heterogeneity (homogeneity) between Member States, the higher (lower) the asset-specific investments involved, hence the higher (lower) the risk of post-contractual hold-ups, and hence the more (less) integrated the governance structures created to sustain future transactions. Alternatively, this logic leads to a deterministic hypothesis about the sufficiency of preference heterogeneities for the production of complex governance structures. Part II examines this deterministic hypothesis. Using various sources, and conducting both within- and comparative case- studies, it analyses three important cases: the negotiations of the Treaty of Paris (1951), of the Treaty of Rome (1957), and of the two implementing Council Regulations (1962 and 2003). The evidence shows that (a) the relevant actors do reason in terms of transaction cost-economising, and (b) in the presence of preference heterogeneity, actors create complex governance structures. Nevertheless, it is also found that (c) the transaction cost-economising logic is not as compelling as it may be in private market settings, as bargaining costs are not systematically postponed to the post-contractual stage, and (d) the transaction costs between Member States are not the only relevant costs."
"http://cadmus.eui.eu/handle/1814/29633","Preferences, parties and pragmatic fidelity : party unity in European legislatures","2013","WILLUMSEN, David Munck","Political parties -- European Union countries; Legislative bodies -- European Union countries; European Union countries -- Politics and government -- 21st century; European Parliament","Voting unity in parliamentary parties is an inescapable phenomenon in parliamentary democracies. Knowing only which party a legislator belongs to and how the majority of that party voted allows for the identification, with extremely high levels of accuracy, how said legislator actually voted. However, most explanations of why this is the case rests of unsustainable assumptions about the effects of institutions and electoral systems on the behaviour of parliamentarians. Further, most work ignores the most basic explanation of why legislators vote the way they do: Their policy preferences. Without first explaining the role they play in legislative behaviour, little else can be explained with confidence. This work first theorises and develops measures of how parliamentarians&rsquo; policy preferences lead to incentives for them to vote against their party&rsquo;s line in floor votes, and then applies them to a series of diverse institutional setups, showing that while parliamentarians&rsquo; preferences may explain significant parts of parliamentary party voting unity, it is also clear that they cannot, except in rare circumstances, explain all of it.  Having shown that preferences cannot explain unity, this work then argues that by analysing MPs&rsquo; attitudes to party unity, we can understand why MPs choose to vote contrary to what their preferences alone would predict. Applying this logic to parliaments at either extreme of the spectrum of parliamentary institutionalisation, it is shown that there is little evidence that legislators are compelled to act in ways they do not want. Rather, what is found is that they recognise the value of party voting unity and can overcome the temptation to free-ride on their co-partisans.  Finally, analysing floor votes in the European Parliament, it is shown that what explains defection are the long-term rather than short-term goals of parliamentarians, complementing the previous findings."
"http://cadmus.eui.eu/handle/1814/5295","Presidential democracies and regional integration : an institutional approach to Mercosur (1985-2000)","2003","MALAMUD, Andres","MERCOSUR (Organization)",NA
"http://cadmus.eui.eu/handle/1814/5391","Pressing matters : environmental organisations, public communication strategies and media discourse in contemporary Britain","1996","STATHAM, Paul","Mass media -- Political aspects -- Great Britain",NA
"http://cadmus.eui.eu/handle/1814/7040","Preventing ethnic conflict, securing ethnic justice? The Council of Europe, the EU and the OSCE high commissioner on national minorities' use of contested concepts in their responses to the Hungarian minority policies of Hungary, Romania and Slovakia","2007","SKOVGAARD, Jakob","Hungarians -- Romania; Hungarians -- Slovakia; Minorities -- Civil rights -- Europe, Eastern; Minorities -- Government policy -- Europe, Eastern","This thesis analyses the policies aimed at influencing the situation of the Hungarian minorities in Romania and Slovakia undertaken by three European organisations, the Council of Europe, the EU and the OSCE High Commissioner on National Minorities. The focus is on the way in which the organisations have conceptualised contested concepts concerning national minorities, minority rights and minority policy in general, when reacting to the policies of the Hungarian, Romanian and Slovak states that have been directed at the Hungarian minorities. Starting with the assumption that many of the concepts upon which minority policies are based are essentially contested, the thesis sets up a framework for analysing the use of specific interpretations of such concepts in argumentation. More specifically, the framework makes it possible to look at how specific interpretations or conceptualisations of such concepts have been used as implicit warrants. By analysing the use of warrants in the texts issued by the organisations in the arguments reacting to the Hungarian minority policies of the three organisations, the thesis provides a picture of how the conceptualisations of different contested concepts developed. Furthermore, by comparing the use of conceptualisations by the organisations, it is argued that although the organisations started out from different positions, they have gradually converged. And this convergence was centred on the emergence of an ideal minority policy which framed the minorities as unitary entities, which should have the right to influence decisions affecting them as minorities. This convergence was due to the appearance of the Framework Convention on the Protection of National Minorities, increased cooperation between the organisations and the reliance of the EU on the assessments of the other two organisations in the context of EU enlargement. Yet, the organisations have often been incoherent, and have treated different issues from very different perspectives."
"http://cadmus.eui.eu/handle/1814/18401","Principles, interests and beliefs : public opinion on international aid","2011","B&Oslash;LSTAD, J&oslash;rgen","International relations -- Public opinion; Economic assistance -- Public opinion","Why do some individuals show more support for international aid than others? And are people in donor countries less supportive of the idea of aid than those in recipient countries? These are the primary questions motivating this thesis, and the results can be summarized by four main findings. One is that the level of economic development, which determines a country&rsquo;s status as a potential aid donor, has a strong influence on support for aid, as citizens of more developed countries are considerably less in favor of increasing aid than others are. The second finding is that, among donor countries, the level of development is positively related to several forms of opposition to the donation of aid. This appears partly due to the fact that more developed countries have donated more aid, for a longer period. Respondents in countries that donate more are more likely to find current levels of international aid sufficient, and this may explain part of the between-country differences. In other words, people in donor countries may find the extent of international aid satisfactory at lower levels than those in other countries. Most notably, however, people in more developed countries are more likely to state disinterest as a reason for not supporting aid, and this reason is the only one that has a clear impact on aggregate levels of support. There is also some evidence that greater donations increase skepticism regarding the impact of aid, but it is not clear that this affects aggregate support. Furthermore, the third finding is that individual beliefs regarding the impact of aid are endogenous to support for aid. While such beliefs appear to influence the support for aid at the individual level, there is also a significant effect of support on the beliefs themselves. The fourth finding is that the negative relationship between economic development and support holds for all but the very least developed countries of the world. It appears that respondents in the latter countries are living under such conditions they lack the critical opinions typically found in more developed countries, making it hard to compare them to those from more developed countries."
"http://cadmus.eui.eu/handle/1814/5434","The problems of post-Soviet regime change : dynamic and static elements of the Georgian regime 1989-2001","2003","WHEATLEY, Jonathan","Georgia -- Politics and government -- 1951-",NA
"http://cadmus.eui.eu/handle/1814/5159","The progress and the paralysis of European foreign policy: A learning model for the common foreign and security policy (CFSP) of the European Union in internationals relations","2001","DAHL, Martin","International relations -- Europe; Common Foreign and Security Policy -- European Union countries",NA
"http://cadmus.eui.eu/handle/1814/10477","Promises and limits of web-deliberation","2008","KIES, Rapha&euml;l","Internet -- Political aspects; Political participation -- Computer network resources -- United States; Political participation -- Computer network resources -- European Union countries; Deliberative democracy -- United States; Deliberative democracy -- European Union countries; Social media -- United States; Social media -- European Union countries; Internet -- Political aspects","In this work we will attempt to evaluate which of these scenarios is most likely to become prominent in the future by focusing essentially on three issues: 1) the usage of the online forum by observing how diffuse the phenomenon is and who the users of the online debates are; 2) The offer of the online political forum, by analyzing which are the political actors (civil society, media, institutional actors) who are more susceptible to host the online political debates; and 3) the quality of the online debates by assessing their deliberativeness. By elaborating a sophisticated method for measuring the deliberativeness of the online debates and by analyzing a great variety of online debates our objective is to provide an appreciation of the deliberative potential of the web-debates that avoids shortcuts and inappropriate generalizations, but that recognizes that this may be determined by a multiplicity of factors. From a theoretical perspective the results obtained through our investigations contribute to evaluate whether the deliberative model of democracy could be fostered by the virtualization of the political debates and, more generally, it should also contribute to the elaboration of a deliberative model of democracy that is grounded not only on theoretical principles and suppositions, as this tends to be the case, but also on empirical studies that test its adaptability to the 'real life politics'."
"http://cadmus.eui.eu/handle/1814/10471","Promoting Democracy Abroad: The EU and Latin America, 1995-2005","2008","TRISCRITTI, Fiorella","Europe -- Foreign relations -- Latin America","Since the 1980s an increasing number of international actors have been promoting democracy worldwide using different methods and instruments. However, despite initial successes, many of these newly created democracies remain weak and have failed to consolidate the process. The European Union was most effective in Southern and Eastern Europe during the 1980s and 1990s, and has since developed further initiatives to promote democracy on a wider scale. My investigation contributes to this literature by studying the European Union&rsquo;s promotion of democracy in Latin America between 1995 and 2005. This region had begun a linear transition toward democracy, but, after more than two decades, it is still unable to capitalise and consolidate its progress. The methodology focuses on the study of the relationship between the donor and the recipient and how such relationship influenced the strategy and impact of the donor&rsquo;s policies. A set of conditions has been selected in order to evaluate the nature of the relationship. This work examines some case studies of EU initiatives promoting democracy in three Latin American countries - Costa Rica, Peru, Uruguay. The strategy adopted in Costa Rica was heavily influenced by the 'Dialogue of San Jos&eacute;' and the democratic development of the recipient country. Since Costa Rica enjoyed some political stability the Union&rsquo;s sub-regional policies could be implemented by Costa Rican-based organisations and their impact proved successful thanks to the support of both domestic political and civil society organisations. On the contrary, the absence of effective political dialogue between Peruvian authorities and the Union from 1995 to 2000 meant that only few small-scale EU initiatives were implemented. However, once stronger political dialogue had been established, in 2001-2005, the initiatives increased in dimension and they were more visible. Finally, in Uruguay very few democracy promotion programmes were applied. Although political and economic agreements were signed between the Union and Uruguay, via the inter-regional dialogue EU-MERCOSUR, Uruguay did not benefit from large-scale programmes due to the relatively advanced level of democracy throughout MERCOSUR. To conclude, I argue that the European Union&rsquo;s programmes in these Latin America countries were influenced by the nature of the relationship between donor and recipient. The evidence suggests that the Union was not capable of enforcing sustainable democratic initiatives without the support of domestic actors."
"http://cadmus.eui.eu/handle/1814/5258","Protecting Exporters: discrimination and liberalization in transatlantic trade relations, 1932-2003","2004","D&Uuml;R, Andreas","International trade -- History -- 20th century; International economic relations; Free trade -- United States; Free trade -- Europe; Protectionism -- United States; Protectionism -- Europe; United States -- Foreign economic relations -- Europe; Europe -- Foreign economic relations -- United States; United States -- Commercial policy; Europe -- Commercial policy","The liberalization of transatlantic trade relations since the Great Depression is one of the key developments in the global political economy of the last hundred years. This period has seen the negotiated reduction of both tariffs and nontariff barriers among developed countries, which allowed for the rapid expansion of trade flows, a driving force of economic globalization. In Protection for Exporters, Andreas D&uuml;r provides a novel explanation for this phenomenon that stresses the role of societal interests in shaping trade politics. He argues that exporters lobby more in reaction to losses of foreign market access than in pursuit of opportunities, thus providing a rationale for periods of acceleration and slowdown in the pace of liberalization. D&uuml;r also presents hypotheses about the form in which protection for exporters is provided (preferential or nonpreferential) and the balance of concessions that is exchanged in trade negotiations. Protection for Exporters includes case studies of major developments in international trade relations, such as the passage of the Reciprocal Trade Agreements Act in the 1930s, the creation of the General Agreement on Tariffs and Trade in the 1940s, the Kennedy Round in the 1960s, the debate over Fortress Europe in the 1980s, and U.S.-European competition over access to emerging markets in the early 2000s. D&uuml;r's rigorous argument and systematic empirical analyses not only explain transatlantic trade relations but also allow for a better understanding of the dynamics of international economic relations."
"http://cadmus.eui.eu/handle/1814/40484","The psychology of terrorism revisited : an integrated model of radicalization and terrorism","2016","OBAIDI, Milan",NA,"In the media there are two common explanations for terrorist attacks: Those who commit these acts are either described as mentally ill or as religious fundamentalists. For example, when Anders Breivik killed 77 teenagers he was declared insane suffering from paranoid and schizophrenia, whereas the perpetrators of 9/11 attacks were described as religious zealots. Unfortunately, the scientific literature also simplifies radicalization and terrorism in a similar fashion; the field is divided between person and situation explanations of terrorism and radicalization. However, to understand terrorism and radicalization adequately the dichotomy of person-situation needs to be readdressed. This dissertation begins to explore the premises that the potential for participating in asymmetrical collective violence must be understood as interplay between intra-individual, social psychological and external/societal factors. Broadly speaking, this dissertation aims to answer the following question: What are the social and psychological factors and processes that contribute to the motivations behind the radicalization of first, second and third generation of Muslim Europeans? This dissertation first addressees the dichotomy of person and situation and proposes an integrated model of terrorism and radicalization. Second, integrating perspectives from various line of research I demonstrate how factors from the different domains of research relate, and more importantly, complement each other in shaping circumstances, which will make radicalization more or less likely to occur. Finally, I explore the influence of person factors such as personality traits. While previous research on extremism and violent has overlooked the potential role of non-pathological personality differences, it is proposed here that non-pathological personality characteristics would predict both violent and non-violent behavioral intentions and actual behavior among Muslims in defense of their group. Therefore, this work aims to extend knowledge on terrorism beyond existing literature, which tends to focus exclusively on either situational factors or psychopathology."
"http://cadmus.eui.eu/handle/1814/5237","Public office-private rewards: the dynamics of material reward systems for legislatorsa comparative study of material rewards for legislators in the Netherlands and Belgium","1999","BRANS, Marleen","Public officers -- Salaries, etc -- Netherlands; Public officers -- Salaries, etc -- Belgium",NA
"http://cadmus.eui.eu/handle/1814/4803","A public policy by default? : judicial activism in the 'Community social space', the case of sex equality","1999","TESOKA, Sabrina","Social legislation -- European Union countries",NA
"http://cadmus.eui.eu/handle/1814/14511","Public Spaces: Searching out the social underpinnings of democracy in everyday life","2010","VICHERAT MATTAR, Daniela",NA,"This work is about the everyday relationship between public spaces and democracy. Based on the comparison of historical and qualitative data, it aim is to discuss the existence of an underpinning social experience of democracy that is the ground for, but also goes beyond, the institutional and political definitions of democracy. The thesis argues that, albeit in different ways, diverse public spaces such as public squares and shopping malls are both platforms for democratic practices in contemporary cities. Taking as a backdrop the relatively recent liberalisation processes carried out in Chile and Spain, the study focus on one central square and one shopping mall in each capital-that is, in Madrid the study concentrates in Puerta del Sol and La Vaguada, whereas in Santiago it is based on Plaza Italia and mall Plaza Vespucio. For each setting a twofold question guided this exploration: what are the social and political elements that characterise the transformation of specific locations into particularly significant public spaces and, in turn, how is democracy experienced daily and made viable through social practices within these settings. In order to answer these questions the analysis is based, on the one hand, on urbanhistorical data and newspaper accounts, while on the other hand it relies on the description of the daily routines of three different set of actors linked to these settings: those who relate to them as 'experts' (urban planners and mall developers), those who experience these places as working area, and those who inhabit them as ordinary visitors and frequenters. In spite of the differences among these set of actors and especially between public squares and shopping malls, the thesis defends that both locations serve as platforms for experiencing democracy. Experiences of access, connection, use, exchange, expression and respect are endowed within public squares and shopping malls, justifying not only the individuals&rsquo; appreciation of these locations as valuable public spaces, but also nourishing the idea of what is democracy about and the possibilities one has to experience it directly."
"http://cadmus.eui.eu/handle/1814/5392","The public sphere in the European Union : a media analysis of public discourse on EU enlargement and on the Haider case","2005","VAN DE STEEG, Marianne","Political participation -- European Union countries; European Union -- Enlargement -- Public opinion",NA
"http://cadmus.eui.eu/handle/1814/5252","Public support for European integration in eight member states: a battle for the hearts as well as the minds of Europe's citizens","2002","DOMM, Rory","European Union countries -- Economic integration -- Public opinion",NA
"http://cadmus.eui.eu/handle/1814/33867","Punishment and citizenship : a theory of criminal disenfranchisement","2014","TRIPKOVIC, Milena",NA,"The thesis examines the normative justification of contemporary restrictions to electoral rights of criminal offenders. While such limitations are becoming fewer, many democracies retain them even today. Having in mind the strong devotion to the principle of universal suffrage, the persistence of these restrictions prompts an inquiry into the reasons for their enactment and an assessment of their normative value. To situate the problem empirically, the thesis undertakes an analysis of electoral regimes in 43 European countries. An astounding diversity among them is discovered &ndash; regimes range from those with no restrictions to those that restrict the franchise of everyone imprisoned &ndash; and thus possible explanations are investigated. The argument is that the best way to understand a particular electoral policy is to interpret it within the context of what is termed the &lsquo;value of citizenship&rsquo; in a polity. Constituted by a host of social, political, economic and cultural factors, the &lsquo;value of citizenship&rsquo; indicates the level of accessibility and stability of rights attached to the citizenship status. This finding, along with the historical analysis of citizenship ideals, raises a fundamental doubt regarding the nature of criminal disenfranchisement: should it be understood as punishment for crime or is its proper function to sanction the manifestation of &lsquo;bad citizenship&rsquo;? The thesis argues that punishment and disenfranchisement are conceptually different and thus goes on to develop a citizenship-based normative account of criminal disenfranchisement. The fundamental question that guides the subsequent inquiry hence becomes: what should be the normative consequences of the act of crime for one&rsquo;s citizenship status? To answer this question, three distinct accounts of the bond between the citizen and her polity are constructed: the &lsquo;sense of justice&rsquo;, the &lsquo;civic virtue&rsquo; and the &lsquo;common good&rsquo; model. The analysis shows that, regardless of inherent differences, all models deny the legitimacy of disenfranchisement of the criminal population as such, save for the morally incorrigible individuals who have perpetrated crimes immensely detrimental to the polity. The main policy implication of this argument is that permanent exclusions of a very restricted number of asocial perpetrators of the most serious anti-state and anti-personal crimes are permitted, but also that &ndash; even if such restrictions can be considered legitimate &ndash; no polity has a duty to impose them."
"http://cadmus.eui.eu/handle/1814/5178","Quels impacts de l'Europe dans la convergence des pratiques et des r&egrave;gles de licenciement collectif? &Eacute;tudes empiriques en France et en Allemagne et dans des entreprises franco-allemandes","2005","BOURGAIN, Marina","Employees -- Dismissal of -- France; Employees -- Dismissal of -- Germany; Layoff systems -- France; Layoff systems -- Germany; Labor policy -- Europe",NA
"http://cadmus.eui.eu/handle/1814/18407","The Quest for Re-incorporation in Post-corporatist Politics: The path of the unemployed workers' movement in Argentina, 1996-2008","2011","ROSSI, Federico Mat&iacute;as",NA,"The purpose of this dissertation is to narrate and conceptualize the piqueteros movement&rsquo;s path to re-incorporation in Argentina. The piqueteros movement provides an outstanding scenario for the dynamic analysis of thirteen years of the intertwining logics of both contentious and routine politics. This thesis argues that the complete explanation for the interaction of social movements with state institutions must involve the less spectacular accumulation of ad hoc practices and the use of a predominant repertoire of strategies. The empirical argument of this dissertation is that the period between 1996 and 2009 represented a reshaping of the political arena through the second incorporation of workers under a non-corporatist logic. The territorialized path and specific logic of re-incorporation struggles in Argentina presents us with the crucial question of the redefinition of state-society relations in the post-neoliberal era and its related re-incorporation struggles. The theoretical purposes of this dissertation are manifold. The first is to suggest a refinement of the concept of political opportunities by specifying its logical location in the wider debate about the configuration of the political context for social movement interaction. The second is to propose a series of concepts for the analysis of strategic action in nonrational choice and/or structurally determinist terms. The threefold set of interrelated concepts I propose are: the stock of perceived alternatives; legacies; and repertoires of strategies. The third is to define the type of movement associated with the struggle for the redefinition of the actors to be included in the post-neoliberal political arena. Reincorporation movements have specific attributes that define them as a particular expression of a historical process of struggle for incorporation that emerged with the neoliberal critical juncture. Finally, this dissertation has the goal of bridging the social movement and historical institutionalism literatures with the hope of contributing towards a yet underdeveloped crossfertilization agenda."
"http://cadmus.eui.eu/handle/1814/14492","Re-thinking the political : political theory and the pursuit of stability (a liberal republican perspective)","2010","BALCELLS, Joan","Political science; Political science -- Philosophy; Political stability","This thesis analyzes the role of 'stability' in political theory, from the perspective of liberal-republican debates. The thesis is structured in three different parts. Part I is a systematic reconstruction of historical sources of virtue ethics and republicanism. The analytical focus is placed on Aristotle&rsquo;s and Machiavelli&rsquo;s conceptions of stability (i.e. the avoidance of stasis), and their relevance for thinking on political issues. This investigation into the legacies of republican theory aims to show the multiple faces of republican 'stability' by stressing the differences between the Aristotelian and the Machiavellian projects. Part II studies the contemporary controversies between republican and liberal understandings of political theory. Instead of approaching the subject in adversarial terms, I try to reconcile one perspective and the other by focusing the attention on methodological issues rather than on ideological disagreements. In order to shed light into these theoretical interconnections between liberal and republican standpoints, I explore the republican strands in one of the most paradigmatic examples of liberal thought: the philosophical work of John Rawls (especially in the third part of A Theory of Justice and Political Liberalism). Part III is entirely devoted to the analysis of 'stability' with regard to two particular and contentious issues which have been recently very present in the Spanish political debate - one concerned with political education and the other with national pluralism. This dissertation offers a number of different perspectives, which may paradoxically connote the idea of 'stability' with a sense of untidiness, precariousness and fragmentation. Far from being inconclusive, however, it represents an invitation to consider and balance judiciously different views and perspectives. This is why the concept of stability has been associated with the idea of 'pursuit', as it helps to understand its ongoing, plural and incomplete character. After all, stability is not to be found definitively but to be continuously made, and has not one univocal understanding, but a plurality of them."
"http://cadmus.eui.eu/handle/1814/5385","Read all about it : journalism, Europe and politics : a study on journalism","2002","SIAPERA, Eugenia","Journalism -- Political aspects",NA
